experiment,id,round,block,position,nPairs,isLastPair,outcomeA,outcomeB,spread,viewTime,choiceB,whichFirst,a3Col
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,3,11,0,1.8,2,0.2,20.694,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,4,11,0,1.2,1.4,0.2,12.282,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,5,11,0,1.6,1.8,0.2,10.837,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,6,11,0,1.4,1.6,0.2,13.411,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,7,11,0,0,0.2,0.2,15.354,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,8,11,0,0.4,0.6,0.2,15.815,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,9,11,0,1,1.2,0.2,15.639,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,10,11,0,0.8,1,0.2,14.279,1,A,NA
v17 (Record),34a330cdbb9238e7e7fb7731,1,single,11,11,1,0.2,0.4,0.2,14.529,1,A,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,1,11,0,0.4,0.6,0.2,13.508,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,2,11,0,0.6,0.8,0.2,5.525,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,3,11,0,0.8,1,0.2,5.537,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,4,11,0,1,1.2,0.2,4.421,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,5,11,0,1.6,1.8,0.2,7.773,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,6,11,0,1.2,1.4,0.2,6.844,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,7,11,0,0,0.2,0.2,5.748,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,8,11,0,1.4,1.6,0.2,9.202,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,9,11,0,0.2,0.4,0.2,4.136,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,10,11,0,1.8,2,0.2,5.702,1,B,NA
v17 (Record),0448d4452d1b5fe9ac68c605,1,single,11,11,1,2,0,2,6.566,1,B,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,1,11,0,0.2,0.4,0.2,16.595,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,2,11,0,0,0.2,0.2,9.332,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,3,11,0,1,1.2,0.2,25.979,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,4,11,0,1.2,1.4,0.2,20.086,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,5,11,0,2,0,2,3.953,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,6,11,0,0.4,0.6,0.2,2.386,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,7,11,0,0.8,1,0.2,1.206,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,8,11,0,1.8,2,0.2,0.597,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,9,11,0,1.4,1.6,0.2,3.781,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,10,11,0,0.6,0.8,0.2,2.474,0,A,NA
v17 (Record),2da05e4fe23c54ebc0703b43,1,single,11,11,1,1.6,1.8,0.2,3.374,0,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,1,11,0,0.4,0.6,0.2,13.946,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,2,11,0,0.2,0.4,0.2,8.164,1,A,NA
